주성분,복합제구분,복합제성분,약효분류,금기내용,비고,DUR성분영문명,DUR성분코드,병용금기DUR성분코드,병용금기DUR성분명,병용금기DUR성분영문명,병용금기주성분
[M085529]이오파미돌/[M085529]이오파미돌,단일,-,X선조영제,급성신부전,-,Iopamidol,D000267,D000718,메트포르민염산염,MetforminHydrochloride,[M223014]메트포르민염산염/[M086024]글리메피리드/[M223014]메트포르민염산염/[M086024]글리메피리드
[M262101]시타글립틴인산염/[M223014]메트포르민염산염,복합,[D000244]Sitagliptin(시타글립틴),당뇨병용제,기능적신부전에의해유산산성증촉진,48시간이내병용금기,MetforminHydrochloride,D000718,D000760,이오비트리돌,Iobitridol,[M086785]이오비트리돌
[M266925]시타글립틴염산염수화물/[M244179]메트포르민염산염,복합,[D000244]Sitagliptin(시타글립틴),당뇨병용제,기능적신부전에의해유산산성증촉진,48시간이내병용금기,MetforminHydrochloride,D000718,D000760,이오비트리돌,Iobitridol,[M086785]이오비트리돌
[M244179]메트포르민염산염/[M258339]다파글리플로진프로판디올수화물/[M266925]시타글립틴염산염수화물,복합,[D000244]Sitagliptin(시타글립틴),당뇨병용제,기능적신부전에의해유산산성증촉진,48시간이내병용금기,MetforminHydrochloride,D000718,D000760,이오비트리돌,Iobitridol,[M086785]이오비트리돌
[M266925]시타글립틴염산염수화물/[M266682]메트포르민염산염콜로이드성이산화규소,복합,[D000244]Sitagliptin(시타글립틴),당뇨병용제,기능적신부전에의해유산산성증촉진,48시간이내병용금기,MetforminHydrochloridewithColloidalAnhydrousSilica,D000718,D000760,이오비트리돌,Iobitridol,[M086785]이오비트리돌
[M244179]메트포르민염산염/[M251915]시타글립틴인산염수화물/[M258339]다파글리플로진프로판디올수화물,복합,[D000244]Sitagliptin(시타글립틴),당뇨병용제,기능적신부전에의해유산산성증촉진,48시간이내병용금기,MetforminHydrochloride,D000718,D000760,이오비트리돌,Iobitridol,[M086785]이오비트리돌
[M251915]시타글립틴인산염수화물/[M244179]메트포르민염산염,복합,[D000244]Sitagliptin(시타글립틴),당뇨병용제,기능적신부전에의해유산산성증촉진,48시간이내병용금기,MetforminHydrochloride,D000718,D000760,이오비트리돌,Iobitridol,[M086785]이오비트리돌
[M223358]히드록시진염산염,단일,-,정신신경용제,심부정맥위험증가가능,-,HydroxyzineHydrochloride,D000114,D000793,레보플록사신수화물,LevofloxacinHydrate,[M088567]레보플록사신수화물
[M252789]실데나필시트르산염/[M252789]실데나필시트르산염/[M252789]실데나필시트르산염,단일,-,기타의비뇨생식기관및항문용약,혈압강하작용증가,-,SildenafilCitrate,D000246,D000215,희석한니트로글리세린용액,DiluteNitroglycerinSolution,[M214344]희석한니트로글리세린용액
[M223223]클로미프라민염산염/[M252789]실데나필시트르산염,단일,-,기타의비뇨생식기관및항문용약,혈압강하작용증가,-,SildenafilCitrate,D000246,D000215,희석한니트로글리세린용액,DiluteNitroglycerinSolution,[M214344]희석한니트로글리세린용액
[M051464]케토프로펜/[M051464]케토프로펜/[M051464]케토프로펜/[M051464]케토프로펜,단일,-,진통.진양.수렴.소염제,경련,-,Ketoprofen,D000672,D000142,시프로플록사신염산염,CiprofloxacinHydrochloride,[M242850]시프로플록사신염산염/[M040741]플루오시놀론아세토니드
[M084703]케토롤락트로메타민,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000575,인도메타신,Indometacin,[M040508]인도메타신/[M230875]l-멘톨/[M223240]토코페롤아세테이트
[M248019]티자니딘염산염,단일,-,골격근이완제,저혈압에의해졸음|현기증및정신운동능력감소,-,TizanidineHydrochloride,D000187,D000142,시프로플록사신염산염,CiprofloxacinHydrochloride,[M242850]시프로플록사신염산염/[M040741]플루오시놀론아세토니드
[M083714]염산티자니딘,단일,-,진경제,저혈압에의해졸음|현기증및정신운동능력감소,-,TizanidineHydrochloride,D000187,D000142,시프로플록사신염산염,CiprofloxacinHydrochloride,[M242850]시프로플록사신염산염/[M040741]플루오시놀론아세토니드
[M051464]케토프로펜,단일,-,진통.진양.수렴.소염제,경련,-,Ketoprofen,D000672,D000142,시프로플록사신염산염,CiprofloxacinHydrochloride,[M242850]시프로플록사신염산염/[M040741]플루오시놀론아세토니드
[M051464]케토프로펜/[M051464]케토프로펜,단일,-,진통.진양.수렴.소염제,경련,-,Ketoprofen,D000672,D000142,시프로플록사신염산염,CiprofloxacinHydrochloride,[M242850]시프로플록사신염산염/[M040741]플루오시놀론아세토니드
[M081361]케토프로펜리신,단일,-,해열.진통.소염제,경련,-,KetoprofenLysin,D000672,D000142,시프로플록사신염산염,CiprofloxacinHydrochloride,[M242850]시프로플록사신염산염/[M040741]플루오시놀론아세토니드
[M051464]케토프로펜/[M051464]케토프로펜/[M051464]케토프로펜/[M051464]케토프로펜/[M051464]케토프로펜/[M051464]케토프로펜/[M051464]케토프로펜/[M051464]케토프로펜/[M051464]케토프로펜/[M051464]케토프로펜/[M051464]케토프로펜/[M051464]케토프로펜,단일,-,진통.진양.수렴.소염제,경련,-,Ketoprofen,D000672,D000142,시프로플록사신염산염,CiprofloxacinHydrochloride,[M242850]시프로플록사신염산염/[M040741]플루오시놀론아세토니드
[M051464]케토프로펜/[M051464]케토프로펜/[M051464]케토프로펜/[M051464]케토프로펜/[M051464]케토프로펜/[M051464]케토프로펜,단일,-,진통.진양.수렴.소염제,경련,-,Ketoprofen,D000672,D000142,시프로플록사신염산염,CiprofloxacinHydrochloride,[M242850]시프로플록사신염산염/[M040741]플루오시놀론아세토니드
[M051464]케토프로펜/[M051464]케토프로펜/[M051464]케토프로펜,단일,-,진통.진양.수렴.소염제,경련,-,Ketoprofen,D000672,D000142,시프로플록사신염산염,CiprofloxacinHydrochloride,[M242850]시프로플록사신염산염/[M040741]플루오시놀론아세토니드
[M051464]케토프로펜/[M051464]케토프로펜/[M051464]케토프로펜/[M051464]케토프로펜/[M051464]케토프로펜/[M051464]케토프로펜/[M051464]케토프로펜/[M051464]케토프로펜,단일,-,진통.진양.수렴.소염제,경련,-,Ketoprofen,D000672,D000142,시프로플록사신염산염,CiprofloxacinHydrochloride,[M242850]시프로플록사신염산염/[M040741]플루오시놀론아세토니드
[M214384]염산미로데나필,단일,-,기타의비뇨생식기관및항문용약,혈압강하증가,-,MirodenafilHydrochloride,D000128,D000215,희석한니트로글리세린용액,DiluteNitroglycerinSolution,[M214344]희석한니트로글리세린용액
[M253237]실데나필/[M253237]실데나필,단일,-,기타의비뇨생식기관및항문용약,혈압강하작용증가,-,Sildenafil,D000246,D000215,희석한니트로글리세린용액,DiluteNitroglycerinSolution,[M214344]희석한니트로글리세린용액
[M253534]미로데나필,단일,-,기타의비뇨생식기관및항문용약,혈압강하증가,-,Mirodenafil,D000128,D000215,희석한니트로글리세린용액,DiluteNitroglycerinSolution,[M214344]희석한니트로글리세린용액
[M102602]유데나필,단일,-,기타의비뇨생식기관및항문용약,혈압강하작용증가,-,Udenafil,D000569,D000215,희석한니트로글리세린용액,DiluteNitroglycerinSolution,[M214344]희석한니트로글리세린용액
[M095435]타다라필,단일,-,기타의비뇨생식기관및항문용약,혈압강하작용증가,-,Tadalafil,D000181,D000215,희석한니트로글리세린용액,DiluteNitroglycerinSolution,[M214344]희석한니트로글리세린용액
[M095435]타다라필/[M095435]타다라필,단일,-,기타의비뇨생식기관및항문용약,혈압강하작용증가,-,Tadalafil,D000181,D000215,희석한니트로글리세린용액,DiluteNitroglycerinSolution,[M214344]희석한니트로글리세린용액
[M095435]타다라필/[M243979]탐스로신염산염,단일,-,기타의비뇨생식기관및항문용약,혈압강하작용증가,-,Tadalafil,D000181,D000215,희석한니트로글리세린용액,DiluteNitroglycerinSolution,[M214344]희석한니트로글리세린용액
[M086785]이오비트리돌,단일,-,X선조영제,기능적신부전에의해유산산성증촉진,-,Iobitridol,D000760,D000718,메트포르민염산염,MetforminHydrochloride,[M223014]메트포르민염산염/[M086024]글리메피리드/[M223014]메트포르민염산염/[M086024]글리메피리드
[M252789]실데나필시트르산염,단일,-,기타의비뇨생식기관및항문용약,혈압강하작용증가,-,SildenafilCitrate,D000246,D000215,희석한니트로글리세린용액,DiluteNitroglycerinSolution,[M214344]희석한니트로글리세린용액
[M252789]실데나필시트르산염/[M252789]실데나필시트르산염,단일,-,기타의비뇨생식기관및항문용약,혈압강하작용증가,-,SildenafilCitrate,D000246,D000215,희석한니트로글리세린용액,DiluteNitroglycerinSolution,[M214344]희석한니트로글리세린용액
[M253237]실데나필,단일,-,기타의비뇨생식기관및항문용약,혈압강하작용증가,-,Sildenafil,D000246,D000215,희석한니트로글리세린용액,DiluteNitroglycerinSolution,[M214344]희석한니트로글리세린용액
[M260057]엠파글리플로진/[M251915]시타글립틴인산염수화물/[M266682]메트포르민염산염콜로이드성이산화규소,복합,[D000244]Sitagliptin(시타글립틴),당뇨병용제,기능적신부전에의해유산산성증촉진,48시간이내병용금기,MetforminHydrochloridewithColloidalAnhydrousSilica,D000718,D000760,이오비트리돌,Iobitridol,[M086785]이오비트리돌
[M084703]케토롤락트로메타민,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000575,인도메타신,Indometacin,[M040508]인도메타신/[M279284]L-멘톨
[M249577]나라트립탄염산염,단일,-,해열.진통.소염제,상가적인혈관수축반응|현저한혈압상승,-,NaratriptanHydrochloride,D000287,D000171,졸미트립탄,Zolmitriptan,[M090949]졸미트립탄
[M088487]칼시페디올,단일,-,비타민A및D제,고칼슘혈증,-,Calcifediol,D000175,D000581,칼시트리올,Calcitriol,[M082905]칼시트리올/[M222873]알렌드론산나트륨수화물
[M081303]알파칼시돌,단일,-,비타민A및D제,고칼슘혈증,-,Alfacalcidol,D000151,D000581,칼시트리올,Calcitriol,[M082905]칼시트리올/[M222873]알렌드론산나트륨수화물
[M081303]알파칼시돌/[M081303]알파칼시돌,단일,-,비타민A및D제,고칼슘혈증,-,Alfacalcidol,D000151,D000581,칼시트리올,Calcitriol,[M082905]칼시트리올/[M222873]알렌드론산나트륨수화물
[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000173,지프라시돈염산염일수화물,ZiprasidoneHydrochlorideMonohydrate,[M251493]지프라시돈염산염일수화물
[M081091]돔페리돈,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,Domperidone,D000297,D000173,지프라시돈염산염일수화물,ZiprasidoneHydrochlorideMonohydrate,[M251493]지프라시돈염산염일수화물
[M222961]돔페리돈말레산염/[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000173,지프라시돈염산염일수화물,ZiprasidoneHydrochlorideMonohydrate,[M251493]지프라시돈염산염일수화물
[M081091]돔페리돈/[M081091]돔페리돈,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,Domperidone,D000297,D000173,지프라시돈염산염일수화물,ZiprasidoneHydrochlorideMonohydrate,[M251493]지프라시돈염산염일수화물
[M222961]돔페리돈말레산염/[M222961]돔페리돈말레산염/[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000173,지프라시돈염산염일수화물,ZiprasidoneHydrochlorideMonohydrate,[M251493]지프라시돈염산염일수화물
[M085595]말레인산돔페리돈,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000173,지프라시돈염산염일수화물,ZiprasidoneHydrochlorideMonohydrate,[M251493]지프라시돈염산염일수화물
[M085595]말레인산돔페리돈/[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000173,지프라시돈염산염일수화물,ZiprasidoneHydrochlorideMonohydrate,[M251493]지프라시돈염산염일수화물
[M088960]이오헥솔,단일,-,X선조영제,기능적신부전에의해유산산성증촉진,-,Iohexol,D000669,D000718,메트포르민염산염,MetforminHydrochloride,[M223014]메트포르민염산염/[M259364]테네리글립틴브롬화수소산염수화물
[M086785]이오비트리돌,단일,-,X선조영제,기능적신부전에의해유산산성증촉진,-,Iobitridol,D000760,D000718,메트포르민염산염,MetforminHydrochloride,[M223014]메트포르민염산염/[M259364]테네리글립틴브롬화수소산염수화물
[M088268]이오메프롤,단일,-,X선조영제,기능적신부전에의해유산산성증촉진,-,Iomeprol,D000364,D000718,메트포르민염산염,MetforminHydrochloride,[M223014]메트포르민염산염/[M259364]테네리글립틴브롬화수소산염수화물
[M222885]케토롤락트로메타민염,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000452,아스피린,Aspirin,[M040355]아스피린/[M040133]리보플라빈
[M084703]케토롤락트로메타민,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000452,아스피린,Aspirin,[M040355]아스피린/[M040133]리보플라빈
[M222885]케토롤락트로메타민염,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000452,아스피린,Aspirin,[M040355]아스피린/[M258994]아스코르브산
[M084703]케토롤락트로메타민,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000452,아스피린,Aspirin,[M040355]아스피린/[M258994]아스코르브산
[M081303]알파칼시돌,단일,-,비타민A및D제,고칼슘혈증,-,Alfacalcidol,D000151,D000581,칼시트리올,Calcitriol,[M082905]칼시트리올/[M285965]칼시트리올(수출용)
[M081303]알파칼시돌/[M081303]알파칼시돌,단일,-,비타민A및D제,고칼슘혈증,-,Alfacalcidol,D000151,D000581,칼시트리올,Calcitriol,[M082905]칼시트리올/[M285965]칼시트리올(수출용)
[M095446]파리칼시톨,단일,-,비타민A및D제,고칼슘혈증,-,Paricalcitol,D000188,D000581,칼시트리올,Calcitriol,[M082905]칼시트리올/[M222873]알렌드론산나트륨수화물
[M085529]이오파미돌,단일,-,X선조영제,급성신부전,-,Iopamidol,D000267,D000718,메트포르민염산염,MetforminHydrochloride,[M223014]메트포르민염산염/[M259364]테네리글립틴브롬화수소산염수화물
[M085529]이오파미돌/[M085529]이오파미돌,단일,-,X선조영제,급성신부전,-,Iopamidol,D000267,D000718,메트포르민염산염,MetforminHydrochloride,[M223014]메트포르민염산염/[M259364]테네리글립틴브롬화수소산염수화물
[M223020]메틸에르고메트린말레산염,단일,-,자궁수축제,상가적인혈관수축반응|현저한혈압상승,-,MethylergometrineMaleate,D000228,D000171,졸미트립탄,Zolmitriptan,[M090949]졸미트립탄
[M223126]에르고타민타르타르산염/[M223183]카페인무수물,복합,[D001266]AnhydrousCaffeine(카페인무수물),해열.진통.소염제,약리적상가작용에의해|혈압상승및맥각중독(에르고티즘)(말초혈관수축증가)의위험성을증가,24시간이내병용금기,ErgotamineTartrate,D000747,D000171,졸미트립탄,Zolmitriptan,[M090949]졸미트립탄
[M252241]알모트립탄말산염,단일,-,해열.진통.소염제,상가적인혈관수축반응|혈압상승,-,AlmotriptanMalate,D000745,D000171,졸미트립탄,Zolmitriptan,[M090949]졸미트립탄
[M251915]시타글립틴인산염수화물/[M258339]다파글리플로진프로판디올수화물/[M244179]메트포르민염산염,복합,[D000244]Sitagliptin(시타글립틴),당뇨병용제,기능적신부전에의해유산산성증촉진,48시간이내병용금기,MetforminHydrochloride,D000718,D000760,이오비트리돌,Iobitridol,[M086785]이오비트리돌
[M223014]메트포르민염산염/[M050102]글리벤클라미드,복합,[D000690]Glibenclamide(글리벤클라미드),당뇨병용제,기능적신부전에의해유산산성증촉진,48시간이내병용금기,MetforminHydrochloride,D000718,D000760,이오비트리돌,Iobitridol,[M086785]이오비트리돌
[M201260]염산메트포민/[M050102]글리벤클라미드,복합,[D000690]Glibenclamide(글리벤클라미드),당뇨병용제,기능적신부전에의해유산산성증촉진,48시간이내병용금기,MetforminHydrochloride,D000718,D000760,이오비트리돌,Iobitridol,[M086785]이오비트리돌
[M246956]수마트립탄숙신산염/[M070724]나프록센나트륨,단일,-,해열.진통.소염제,상가적인혈관수축반응|현저한혈압상승,-,SumatriptanSuccinate,D000650,D000171,졸미트립탄,Zolmitriptan,[M090949]졸미트립탄
[M244179]메트포르민염산염/[M244179]메트포르민염산염/[M221584]빌다글립틴,복합,[D000445]Vildagliptin(빌다글립틴),당뇨병용제,기능적신부전에의해유산산성증촉진,48시간이내병용금기,MetforminHydrochloride,D000718,D000760,이오비트리돌,Iobitridol,[M086785]이오비트리돌
[M223014]메트포르민염산염/[M086024]글리메피리드,복합,[D000392]Glimepiride(글리메피리드),당뇨병용제,기능적신부전에의해유산산성증촉진,48시간이내병용금기,MetforminHydrochloride,D000718,D000760,이오비트리돌,Iobitridol,[M086785]이오비트리돌
[M086024]글리메피리드/[M223014]메트포르민염산염,복합,[D000392]Glimepiride(글리메피리드),당뇨병용제,기능적신부전에의해유산산성증촉진,48시간이내병용금기,MetforminHydrochloride,D000718,D000760,이오비트리돌,Iobitridol,[M086785]이오비트리돌
[M086024]글리메피리드/[M244179]메트포르민염산염/[M086024]글리메피리드/[M244179]메트포르민염산염,복합,[D000392]Glimepiride(글리메피리드),당뇨병용제,기능적신부전에의해유산산성증촉진,48시간이내병용금기,MetforminHydrochloride,D000718,D000760,이오비트리돌,Iobitridol,[M086785]이오비트리돌
[M246956]수마트립탄숙신산염,단일,-,해열.진통.소염제,상가적인혈관수축반응|현저한혈압상승,-,SumatriptanSuccinate,D000650,D000171,졸미트립탄,Zolmitriptan,[M090949]졸미트립탄
[M222885]케토롤락트로메타민염,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000575,인도메타신,Indometacin,[M040508]인도메타신/[M230875]l-멘톨/[M223240]토코페롤아세테이트
[M222885]케토롤락트로메타민염,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000575,인도메타신,Indometacin,[M040508]인도메타신/[M279284]L-멘톨
[M085529]이오파미돌/[M085529]이오파미돌,단일,-,X선조영제,급성신부전,-,Iopamidol,D000267,D000718,메트포르민염산염,MetforminHydrochloride,[M244179]메트포르민염산염/[M267839]다파글리플로진
[M222961]돔페리돈말레산염/[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000584,염산클로르프로마진,ChlorpromazineHydrochloride,[M040618]염산클로르프로마진
[M081091]돔페리돈/[M081091]돔페리돈,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,Domperidone,D000297,D000584,염산클로르프로마진,ChlorpromazineHydrochloride,[M040618]염산클로르프로마진
[M222961]돔페리돈말레산염/[M222961]돔페리돈말레산염/[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000584,염산클로르프로마진,ChlorpromazineHydrochloride,[M040618]염산클로르프로마진
[M085595]말레인산돔페리돈,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000584,염산클로르프로마진,ChlorpromazineHydrochloride,[M040618]염산클로르프로마진
[M085595]말레인산돔페리돈/[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000584,염산클로르프로마진,ChlorpromazineHydrochloride,[M040618]염산클로르프로마진
[M085529]이오파미돌,단일,-,X선조영제,급성신부전,-,Iopamidol,D000267,D000718,메트포르민염산염,MetforminHydrochloride,[M244179]메트포르민염산염/[M251915]시타글립틴인산염수화물/[M281639]엠파글리플로진L-프롤린
[M085529]이오파미돌/[M085529]이오파미돌,단일,-,X선조영제,급성신부전,-,Iopamidol,D000267,D000718,메트포르민염산염,MetforminHydrochloride,[M244179]메트포르민염산염/[M251915]시타글립틴인산염수화물/[M281639]엠파글리플로진L-프롤린
[M222875]암로디핀베실산염/[M090403]발사르탄/[M256664]아토르바스타틴칼슘수화물,복합,[D000152]Amlodipine(암로디핀)/[D000011]Valsartan(발사르탄),기타의순환계용약,근육병증|횡문근융해위험증가가능,-,AtorvastatinCalciumHydrate,D000455,D000334,사이클로스포린,Cyclosporine,[M085282]사이클로스포린/[M085282]사이클로스포린
[M215219]아토르바스타틴칼슘삼수화물/[M222875]암로디핀베실산염/[M282749]에제티미브(미분화),복합,[D000152]Amlodipine(암로디핀),기타의순환계용약,근육통|근육약화|근염|때때로횡문근변성을포함한근육독성촉진가능,-,AtorvastatinCalciumTrihydrate,D000455,D000334,사이클로스포린,Cyclosporine,[M085282]사이클로스포린/[M085282]사이클로스포린
[M093499]아토르바스타틴칼슘/[M222875]암로디핀베실산염,복합,[D000152]Amlodipine(암로디핀),기타의순환계용약,근육통|근육약화|근염|때때로횡문근변성을포함한근육독성촉진가능,-,AtorvastatinCalcium,D000455,D000334,사이클로스포린,Cyclosporine,[M085282]사이클로스포린/[M085282]사이클로스포린
[M256664]아토르바스타틴칼슘수화물/[M222875]암로디핀베실산염,복합,[D000152]Amlodipine(암로디핀),기타의순환계용약,근육통|근육약화|근염|때때로횡문근변성을포함한근육독성촉진가능,-,AtorvastatinCalciumHydrate,D000455,D000334,사이클로스포린,Cyclosporine,[M085282]사이클로스포린/[M085282]사이클로스포린
[M222875]암로디핀베실산염/[M213543]무수아토르바스타틴칼슘,복합,[D000152]Amlodipine(암로디핀),기타의순환계용약,근육통|근육약화|근염|때때로횡문근변성을포함한근육독성촉진가능,-,AnhydrousAtorvastatinCalcium,D000455,D000334,사이클로스포린,Cyclosporine,[M085282]사이클로스포린/[M085282]사이클로스포린
[M097492]에제티미브/[M222875]암로디핀베실산염/[M215219]아토르바스타틴칼슘삼수화물,복합,[D000152]Amlodipine(암로디핀),기타의순환계용약,근육통|근육약화|근염|때때로횡문근변성을포함한근육독성촉진가능,-,AtorvastatinCalciumTrihydrate,D000455,D000334,사이클로스포린,Cyclosporine,[M085282]사이클로스포린/[M085282]사이클로스포린
[M222875]암로디핀베실산염/[M093499]아토르바스타틴칼슘,복합,[D000152]Amlodipine(암로디핀),기타의순환계용약,근육통|근육약화|근염|때때로횡문근변성을포함한근육독성촉진가능,-,AtorvastatinCalcium,D000455,D000334,사이클로스포린,Cyclosporine,[M085282]사이클로스포린/[M085282]사이클로스포린
[M222875]암로디핀베실산염/[M215219]아토르바스타틴칼슘삼수화물,복합,[D000152]Amlodipine(암로디핀),기타의순환계용약,근육통|근육약화|근염|때때로횡문근변성을포함한근육독성촉진가능,-,AtorvastatinCalciumTrihydrate,D000455,D000334,사이클로스포린,Cyclosporine,[M085282]사이클로스포린/[M085282]사이클로스포린
[M089055]칸데사르탄실렉세틸/[M222875]암로디핀베실산염/[M251687]아토르바스타틴칼슘,복합,[D000152]Amlodipine(암로디핀),기타의순환계용약,근육통|근육약화|근염|때때로횡문근변성을포함한근육독성촉진가능,-,AtorvastatinCalcium,D000455,D000334,사이클로스포린,Cyclosporine,[M085282]사이클로스포린/[M085282]사이클로스포린
[M213543]무수아토르바스타틴칼슘/[M222875]암로디핀베실산염,복합,[D000152]Amlodipine(암로디핀),기타의순환계용약,근육통|근육약화|근염|때때로횡문근변성을포함한근육독성촉진가능,-,AnhydrousAtorvastatinCalcium,D000455,D000334,사이클로스포린,Cyclosporine,[M085282]사이클로스포린/[M085282]사이클로스포린
[M256664]아토르바스타틴칼슘수화물/[M222875]암로디핀베실산염/[M213543]무수아토르바스타틴칼슘/[M222875]암로디핀베실산염,복합,[D000152]Amlodipine(암로디핀),기타의순환계용약,근육통|근육약화|근염|때때로횡문근변성을포함한근육독성촉진가능,-,AnhydrousAtorvastatinCalcium,D000455,D000334,사이클로스포린,Cyclosporine,[M085282]사이클로스포린/[M085282]사이클로스포린
[M282749]에제티미브(미분화)/[M222875]암로디핀베실산염/[M215219]아토르바스타틴칼슘삼수화물,복합,[D000152]Amlodipine(암로디핀),기타의순환계용약,근육통|근육약화|근염|때때로횡문근변성을포함한근육독성촉진가능,-,AtorvastatinCalciumTrihydrate,D000455,D000334,사이클로스포린,Cyclosporine,[M085282]사이클로스포린/[M085282]사이클로스포린
[M215219]아토르바스타틴칼슘삼수화물/[M222875]암로디핀베실산염,복합,[D000152]Amlodipine(암로디핀),기타의순환계용약,근육통|근육약화|근염|때때로횡문근변성을포함한근육독성촉진가능,-,AtorvastatinCalciumTrihydrate,D000455,D000334,사이클로스포린,Cyclosporine,[M085282]사이클로스포린/[M085282]사이클로스포린
[M215219]아토르바스타틴칼슘삼수화물/[M083437]베실산암로디핀,복합,[D000152]Amlodipine(암로디핀),기타의순환계용약,근육통|근육약화|근염|때때로횡문근변성을포함한근육독성촉진가능,-,AtorvastatinCalciumTrihydrate,D000455,D000334,사이클로스포린,Cyclosporine,[M085282]사이클로스포린/[M085282]사이클로스포린
[M081091]돔페리돈,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,Domperidone,D000297,D000584,염산클로르프로마진,ChlorpromazineHydrochloride,[M040618]염산클로르프로마진
[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000584,염산클로르프로마진,ChlorpromazineHydrochloride,[M040618]염산클로르프로마진
[M088268]이오메프롤,단일,-,X선조영제,기능적신부전에의해유산산성증촉진,-,Iomeprol,D000364,D000718,메트포르민염산염,MetforminHydrochloride,[M244179]메트포르민염산염/[M263350]에보글립틴타르타르산염/[M244179]메트포르민염산염
[M222885]케토롤락트로메타민염,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000506,디클로페낙나트륨,DiclofenacSodium,[M050288]디클로페낙나트륨/[M050288]디클로페낙나트륨/[M050288]디클로페낙나트륨/[M050288]디클로페낙나트륨/[M050288]디클로페낙나트륨/[M050288]디클로페낙나트륨
[M262752]소포스부비르/[M262910]레디파스비르,복합,[D001071]Sofosbuvir(소포스부비르),기타의화학요법제,로수바스타틴농도를현저하게증가시킬수있으며|이는횡문근융해증을포함하여근육병증의위험증가,-,Ledipasvir,D001072,D000219,로수바스타틴칼슘,RosuvastatinCalcium,[M280028]오메가3산에틸에스테르90/[M095744]로수바스타틴칼슘
[M223162]옥시메타졸린염산염/[M223211]클로르페니라민말레산염/[M256386]글리시리진산이칼륨,단일,-,이비과용제,고혈압초래가능혈관수축작용으로혈압상승가능,-,OxymetazolineHydrochloride,D001091,D000466,염산노르트립틸린,NortriptylineHydrochloride,[M050132]염산노르트립틸린
[M223162]옥시메타졸린염산염/[M223211]클로르페니라민말레산염,단일,-,이비과용제,고혈압초래가능혈관수축작용으로혈압상승가능,-,OxymetazolineHydrochloride,D001091,D000466,염산노르트립틸린,NortriptylineHydrochloride,[M050132]염산노르트립틸린
[M223162]옥시메타졸린염산염,단일,-,이비과용제,고혈압초래가능혈관수축작용으로혈압상승가능,-,OxymetazolineHydrochloride,D001091,D000466,염산노르트립틸린,NortriptylineHydrochloride,[M050132]염산노르트립틸린
