주성분,복합제구분,복합제성분,약효분류,금기내용,비고,DUR성분영문명,DUR성분코드,병용금기DUR성분코드,병용금기DUR성분명,병용금기DUR성분영문명,병용금기주성분
[I004369]아토르바스타틴칼슘수화물/[M083437]베실산암로디핀/[M090403]발사르탄/[M093499]아토르바스타틴칼슘/[M100608]말레인산암로디핀/[M100610]캄실산암로디핀/[M101934]암로디핀/[M102166]메실산암로디핀일수화물/[M102534]암로디핀오로트산염/[M213543]무수아토르바스타틴칼슘/[M215219]아토르바스타틴칼슘삼수화물/[M218956]아토르바스타틴삼수화물/[M222875]암로디핀베실산염/[M244955]아토르바스타틴스트론튬/[M246033]암로디핀캄실산염/[M247057]아토르바스타틴칼슘염무수물/[M250821]암로디핀아디핀산염/[M250983]암로디핀말레산염/[M251079]암로디핀니코틴산염/[M251687]아토르바스타틴칼슘/[M254832]암로디핀메실산염일수화물/[M256664]아토르바스타틴칼슘수화물/[M257408]암로디핀아디프산염/[M263837]아토르바스타틴,복합,[D000152]Amlodipine(암로디핀)/[D000011]Valsartan(발사르탄),-,횡문근융해와같은중증의근육이상보고,-,Atorvastatin,D000455,D000619,푸시딘산,FusidicAcid,[M020165]푸시딘산나트륨/[M020229]푸시딘산
[I004369]아토르바스타틴칼슘수화물/[M083437]베실산암로디핀/[M089055]칸데사르탄실렉세틸/[M093499]아토르바스타틴칼슘/[M100608]말레인산암로디핀/[M100610]캄실산암로디핀/[M101934]암로디핀/[M102166]메실산암로디핀일수화물/[M102534]암로디핀오로트산염/[M213543]무수아토르바스타틴칼슘/[M215219]아토르바스타틴칼슘삼수화물/[M218956]아토르바스타틴삼수화물/[M222875]암로디핀베실산염/[M244955]아토르바스타틴스트론튬/[M246033]암로디핀캄실산염/[M247057]아토르바스타틴칼슘염무수물/[M250821]암로디핀아디핀산염/[M250983]암로디핀말레산염/[M251079]암로디핀니코틴산염/[M251687]아토르바스타틴칼슘/[M254832]암로디핀메실산염일수화물/[M256664]아토르바스타틴칼슘수화물/[M257408]암로디핀아디프산염/[M263837]아토르바스타틴,복합,[D000152]Amlodipine(암로디핀)/[D000273]Candesartancilexetil(칸데사르탄실렉세틸),-,근육병증|횡문근융해위험증가가능,-,Atorvastatin,D000455,D000769,케토코나졸,Ketoconazole,[M080618]케토코나졸
[M050465]메토클로프라미드/[M050466]염산메토클로프라미드/[M223013]메토클로프라미드염산염수화물,단일,-,-,레보도파의효과감소,-,Metoclopramide,D000425,D000302,레보도파,Levodopa,[A005563]벤세라지드/[M040122]레보도파
[M252262]바데나필염산염(미분화),단일,-,-,혈압강하작용증가,-,Vardenafil,D000434,D001723,이소소르비드이질산염,isosorbidedinitrate,[M115499]이소소르비드질산염·염화나트륨/[M116023]이소소르비드질산염지속과립/[M250379]묽은이소소르비드이질산염/[M250785]이소소르비드질산염제피과립/[M256313]이소소르비드이질산염
[A110225]빅테그라비르/[M118368]테노포비르알라페나미드푸마르산염/[M250026]엠트리시타빈/[M268156]빅테그라비르나트륨/[M279141]테노포비르알라페나미드숙신산염/[M279170]테노포비르알라페나미드헤미말산염,복합,[D000665]Emtricitabine(엠트리시타빈)/[D001420]Tenofoviralafenamide(테노포비르알라페나미드),-,라미부딘이엠트리시타빈의세포내인산화를저해할수도있음|동일한역전사효소유전자(M184V)변이를통해바이러스내성기전이일어나므로병용시치료효과가제한적일수있음,-,Bictegravir,D001419,D000615,라미부딘,Lamivudine,[I012655]돌루테그라비르나트륨(미분화)/[M086332]라미부딘
[A000152]데피브로타이드,단일,-,-,출혈위험증가,-,Defibrotide,D001561,D001261,알테플라제,Alteplase,[A000779]알테플라제
[M090403]발사르탄/[M095744]로수바스타틴칼슘/[M258559]로수바스타틴칼슘염/[M270546]로수바스타틴칼슘(미분화),복합,[D000011]Valsartan(발사르탄),-,횡문근융해증을포함한근육관련이상반응보고,-,Rosuvastatin,D000219,D000619,푸시딘산,FusidicAcid,[M020165]푸시딘산나트륨/[M020229]푸시딘산
[M097492]에제티미브/[M102119]피타바스타틴칼슘/[M259724]피타바스타틸칼슘,복합,[D000350]Ezetimibe(에제티미브),-,신기능악화를수반하는횡문근융해증발현가능,-,Pitavastatin,D000518,D000334,사이클로스포린,Cyclosporine,[A005971]시클로스포린/[M040068]마이크로에멀젼용시클로스포린/[M085282]사이클로스포린/[M085565]시클로스포린
[I004369]아토르바스타틴칼슘수화물/[I004994]이르베사르탄/[M092285]이베사탄/[M093499]아토르바스타틴칼슘/[M213543]무수아토르바스타틴칼슘/[M215219]아토르바스타틴칼슘삼수화물/[M218956]아토르바스타틴삼수화물/[M244955]아토르바스타틴스트론튬/[M247057]아토르바스타틴칼슘염무수물/[M251687]아토르바스타틴칼슘/[M251853]이르베사르탄/[M255988]이르베사탄/[M256664]아토르바스타틴칼슘수화물/[M263837]아토르바스타틴,복합,[D000046]Irbesartan(이르베사르탄),-,근육병증|횡문근융해위험증가가능,-,Atorvastatin,D000455,D000334,사이클로스포린,Cyclosporine,[A005971]시클로스포린/[M040068]마이크로에멀젼용시클로스포린/[M085282]사이클로스포린/[M085565]시클로스포린
[M083392]로바스타틴,단일,-,-,근육병증과같은이상사례초래가능,-,Lovastatin,D000419,D000673,코비시스타트,Cobicistat,[M256270]코비시스타트이산화규소/[M258751]다루나비르에탄올레이트
[M266097]보수티닙일수화물,단일,-,-,-Bosutinib의혈중농도를감소시켜유효성을감소시킬수있음,-,Bosutinib,D001693,D000314,리팜피신,Rifampicin,[M020042]리팜피신
[A110986]루라시돈,단일,-,-,-Lurasidone의노출을증가시킬수있음,-,Lurasidone,D001763,D000443,보리코나졸,Voriconazole,[I005813]보리코나졸/[M102252]보리코나졸
[C040631]탄산수소나트륨/[C096332]탄산수소나트륨수용액/[I003757]탄산수소나트륨/[M040631]탄산수소나트륨/[M089852]라베프라졸나트륨/[M091817]중탄산수소나트륨/[M096332]탄산수소나트륨수용액/[M104138]포화탄산수소나트륨/[M104658]5%탄산수소나트륨/[M206247]무균탄산수소나트륨/[M206711]탄산수소나트륨(중조)/[M207094]탄산수소나트륨/[M215774]5%탄산수소나트륨수용액/[M230823]탄산수소나트륨액/[M250011]탄산수소나트륨주사액/[M253779]탄산수소나트륨(제3법),복합,[D001148]sodiumbicarbonate(탄산수소나트륨),-,위장pH의증가로릴피비린의흡수가저하되어릴피비린의치료효과감소,-,Rabeprazole,D000204,D000225,릴피비린,Rilpivirine,[A005225]릴피비린/[M253921]릴피비린염산염
[C040631]탄산수소나트륨/[C096332]탄산수소나트륨수용액/[I003757]탄산수소나트륨/[M040631]탄산수소나트륨/[M089852]라베프라졸나트륨/[M091817]중탄산수소나트륨/[M096332]탄산수소나트륨수용액/[M104138]포화탄산수소나트륨/[M104658]5%탄산수소나트륨/[M206247]무균탄산수소나트륨/[M206711]탄산수소나트륨(중조)/[M207094]탄산수소나트륨/[M215774]5%탄산수소나트륨수용액/[M230823]탄산수소나트륨액/[M250011]탄산수소나트륨주사액/[M253779]탄산수소나트륨(제3법),복합,[D001148]sodiumbicarbonate(탄산수소나트륨),-,아타자나비르의혈중농도감소,-,Rabeprazole,D000204,D000150,아타자나비르,Atazanavir,[M249264]아타자나비어황산염/[M256270]코비시스타트이산화규소/[M263079]아타자나비르황산염
[C040631]탄산수소나트륨/[C096332]탄산수소나트륨수용액/[I003757]탄산수소나트륨/[M040631]탄산수소나트륨/[M083697]오메프라졸장용성과립/[M083698]오메프라졸/[M089720]오메프라졸나트륨/[M091817]중탄산수소나트륨/[M096332]탄산수소나트륨수용액/[M104138]포화탄산수소나트륨/[M104658]5%탄산수소나트륨/[M201348]오메프라졸장용과립/[M206247]무균탄산수소나트륨/[M206711]탄산수소나트륨(중조)/[M207094]탄산수소나트륨/[M215774]5%탄산수소나트륨수용액/[M230823]탄산수소나트륨액/[M250011]탄산수소나트륨주사액/[M253779]탄산수소나트륨(제3법),복합,[D001148]sodiumbicarbonate(탄산수소나트륨),-,아타자나비르의혈중농도감소,-,Omeprazole,D000469,D000150,아타자나비르,Atazanavir,[M249264]아타자나비어황산염/[M256270]코비시스타트이산화규소/[M263079]아타자나비르황산염
[M115229]S-판토프라졸나트륨삼수화물,단일,-,-,아타자나비르의혈중농도감소,-,S-Pantoprazole,D000751,D000150,아타자나비르,Atazanavir,[M249264]아타자나비어황산염/[M263079]아타자나비르황산염
[M089710]심바스타틴/[M097492]에제티미브,복합,[D000350]Ezetimibe(에제티미브),-,횡문근융해를포함한근육병증위험가능,-,Simvastatin,D000027,D000673,코비시스타트,Cobicistat,[A001163]테노포비르/[A005561]엘비테그라비르/[M250026]엠트리시타빈/[M256270]코비시스타트이산화규소
[M083437]베실산암로디핀/[M089710]심바스타틴/[M100608]말레인산암로디핀/[M100610]캄실산암로디핀/[M101934]암로디핀/[M102166]메실산암로디핀일수화물/[M102534]암로디핀오로트산염/[M222875]암로디핀베실산염/[M246033]암로디핀캄실산염/[M250821]암로디핀아디핀산염/[M250983]암로디핀말레산염/[M251079]암로디핀니코틴산염/[M254832]암로디핀메실산염일수화물/[M257408]암로디핀아디프산염,복합,[D000152]Amlodipine(암로디핀),-,근병증의위험증가가능,-,Simvastatin,D000027,D000619,푸시딘산,FusidicAcid,[M020165]푸시딘산나트륨/[M020229]푸시딘산
[M095744]로수바스타틴칼슘/[M097492]에제티미브/[M258559]로수바스타틴칼슘염/[M270546]로수바스타틴칼슘(미분화),복합,[D000350]Ezetimibe(에제티미브),-,횡문근융해증을포함한근육관련이상반응보,-,Rosuvastatin,D000219,D000619,푸시딘산,FusidicAcid,[M020165]푸시딘산나트륨/[M020229]푸시딘산
[I004369]아토르바스타틴칼슘수화물/[M083437]베실산암로디핀/[M090403]발사르탄/[M093499]아토르바스타틴칼슘/[M100608]말레인산암로디핀/[M100610]캄실산암로디핀/[M101934]암로디핀/[M102166]메실산암로디핀일수화물/[M102534]암로디핀오로트산염/[M213543]무수아토르바스타틴칼슘/[M215219]아토르바스타틴칼슘삼수화물/[M218956]아토르바스타틴삼수화물/[M222875]암로디핀베실산염/[M244955]아토르바스타틴스트론튬/[M246033]암로디핀캄실산염/[M247057]아토르바스타틴칼슘염무수물/[M250821]암로디핀아디핀산염/[M250983]암로디핀말레산염/[M251079]암로디핀니코틴산염/[M251687]아토르바스타틴칼슘/[M254832]암로디핀메실산염일수화물/[M256664]아토르바스타틴칼슘수화물/[M257408]암로디핀아디프산염/[M263837]아토르바스타틴,복합,[D000152]Amlodipine(암로디핀)/[D000011]Valsartan(발사르탄),-,근육병증|횡문근융해위험증가가능,-,Atorvastatin,D000455,D000762,이트라코나졸,Itraconazole,[M083733]이트라코나졸제피과립/[M083734]이트라코나졸/[M092870]이트라코나졸고체분산체/[M201487]이트라코나졸고체분산/[M201624]제피이트라코나졸과립
[M256772]알리트레티노인,단일,-,-,-양성두개내압상승(가성뇌종양)보고,-,Alitretinoin,D000820,D000127,미노사이클린,Minocycline,[M223036]미노사이클린염산염
[A000877]오메가3산/[I004369]아토르바스타틴칼슘수화물/[M093499]아토르바스타틴칼슘/[M213543]무수아토르바스타틴칼슘/[M215219]아토르바스타틴칼슘삼수화물/[M218956]아토르바스타틴삼수화물/[M244955]아토르바스타틴스트론튬/[M247057]아토르바스타틴칼슘염무수물/[M251687]아토르바스타틴칼슘/[M256664]아토르바스타틴칼슘수화물/[M261637]오메가3산에틸에스테르90/[M263837]아토르바스타틴,복합,[D001688]Omega-3-AcidEthylEsters90(오메가3산에틸에스테르90),-,횡문근융해증을포함한근육병증위험가능,-,Atorvastatin,D000455,D001362,글레카프레비르,Glecaprevir,[A001652]글레카프레비르/[A003331]피브렌타스비르/[M267076]피브렌타스비르/[M267082]글레카프레비르
[A000877]오메가3산/[I004369]아토르바스타틴칼슘수화물/[M093499]아토르바스타틴칼슘/[M213543]무수아토르바스타틴칼슘/[M215219]아토르바스타틴칼슘삼수화물/[M218956]아토르바스타틴삼수화물/[M244955]아토르바스타틴스트론튬/[M247057]아토르바스타틴칼슘염무수물/[M251687]아토르바스타틴칼슘/[M256664]아토르바스타틴칼슘수화물/[M261637]오메가3산에틸에스테르90/[M263837]아토르바스타틴,복합,[D001688]Omega-3-AcidEthylEsters90(오메가3산에틸에스테르90),-,근육병증|횡문근융해위험증가가능,-,Atorvastatin,D000455,D000405,포사코나졸,Posaconazole,[M256381]포사코나졸(미분화)
[I004369]아토르바스타틴칼슘수화물/[M093499]아토르바스타틴칼슘/[M213543]무수아토르바스타틴칼슘/[M215219]아토르바스타틴칼슘삼수화물/[M218956]아토르바스타틴삼수화물/[M244955]아토르바스타틴스트론튬/[M247057]아토르바스타틴칼슘염무수물/[M251687]아토르바스타틴칼슘/[M256664]아토르바스타틴칼슘수화물/[M258703]피마사르탄칼륨삼수화물/[M263837]아토르바스타틴/[M264048]피마사르탄칼륨삼수화물과립,복합,[D000624]Fimasartan(피마사르탄),-,횡문근융해증을포함한근육병증위험가능,-,Atorvastatin,D000455,D001362,글레카프레비르,Glecaprevir,[A001652]글레카프레비르/[A003331]피브렌타스비르/[M267076]피브렌타스비르/[M267082]글레카프레비르
[C040631]탄산수소나트륨/[C096332]탄산수소나트륨수용액/[I003757]탄산수소나트륨/[M040631]탄산수소나트륨/[M091817]중탄산수소나트륨/[M092321]에스오메프라졸마그네슘삼수화물/[M096332]탄산수소나트륨수용액/[M100498]에스오메프라졸나트륨/[M104138]포화탄산수소나트륨/[M104658]5%탄산수소나트륨/[M206247]무균탄산수소나트륨/[M206711]탄산수소나트륨(중조)/[M207094]탄산수소나트륨/[M215774]5%탄산수소나트륨수용액/[M221042]에스오메프라졸스트론튬사수화물/[M230823]탄산수소나트륨액/[M242227]에스오메프라졸마그네슘이수화물/[M249554]에스오메프라졸/[M250011]탄산수소나트륨주사액/[M253779]탄산수소나트륨(제3법)/[M259375]에스오메프라졸마그네슘이수화물/[M262063]에스오메프라졸마그네슘과립,복합,[D001148]sodiumbicarbonate(탄산수소나트륨),-,아타자나비르의혈중농도감소,-,Esomeprazole,D000153,D000150,아타자나비르,Atazanavir,[M249264]아타자나비어황산염/[M256270]코비시스타트이산화규소/[M263079]아타자나비르황산염
[M083437]베실산암로디핀/[M090395]텔미사르탄/[M095744]로수바스타틴칼슘/[M097492]에제티미브/[M100608]말레인산암로디핀/[M100610]캄실산암로디핀/[M101934]암로디핀/[M102166]메실산암로디핀일수화물/[M102534]암로디핀오로트산염/[M222875]암로디핀베실산염/[M246033]암로디핀캄실산염/[M250821]암로디핀아디핀산염/[M250983]암로디핀말레산염/[M251079]암로디핀니코틴산염/[M254832]암로디핀메실산염일수화물/[M257408]암로디핀아디프산염/[M258559]로수바스타틴칼슘염/[M264500]텔미사르탄파우더(23.9%)/[M270546]로수바스타틴칼슘(미분화),복합,[D000152]Amlodipine(암로디핀)/[D000350]Ezetimibe(에제티미브)/[D000485]Telmisartan(텔미사르탄),-,횡문근융해증을포함한근육병증위험증가가능,-,Rosuvastatin,D000219,D001072,레디파스비르,Ledipasvir,[I012701]소포스부비르/[I012702]레디파스비르/[M260784]소포스부비어/[M262752]소포스부비르/[M262910]레디파스비르
[M083437]베실산암로디핀/[M090403]발사르탄/[M095744]로수바스타틴칼슘/[M100608]말레인산암로디핀/[M100610]캄실산암로디핀/[M101934]암로디핀/[M102166]메실산암로디핀일수화물/[M102534]암로디핀오로트산염/[M222875]암로디핀베실산염/[M246033]암로디핀캄실산염/[M250821]암로디핀아디핀산염/[M250983]암로디핀말레산염/[M251079]암로디핀니코틴산염/[M254832]암로디핀메실산염일수화물/[M257408]암로디핀아디프산염/[M258559]로수바스타틴칼슘염/[M270546]로수바스타틴칼슘(미분화),복합,[D000152]Amlodipine(암로디핀)/[D000011]Valsartan(발사르탄),-,근육통|근육약화|근염|때때로횡문근변성을포함한근육독성촉진가능,-,Rosuvastatin,D000219,D000334,사이클로스포린,Cyclosporine,[A005971]시클로스포린/[M040068]마이크로에멀젼용시클로스포린/[M085282]사이클로스포린/[M085565]시클로스포린
[M095744]로수바스타틴칼슘/[M097492]에제티미브/[M258559]로수바스타틴칼슘염/[M270546]로수바스타틴칼슘(미분화),복합,[D000350]Ezetimibe(에제티미브),-,근육통|근육약화|근염|때때로횡문근변성을포함한근육독성촉진가능,-,Rosuvastatin,D000219,D000334,사이클로스포린,Cyclosporine,[A005971]시클로스포린/[M040068]마이크로에멀젼용시클로스포린/[M085282]사이클로스포린/[M085565]시클로스포린
[M089055]칸데사르탄실렉세틸/[M095744]로수바스타틴칼슘/[M258559]로수바스타틴칼슘염/[M270546]로수바스타틴칼슘(미분화),복합,[D000273]Candesartancilexetil(칸데사르탄실렉세틸),-,근육통|근육약화|근염|때때로횡문근변성을포함한근육독성촉진가능,-,Rosuvastatin,D000219,D000334,사이클로스포린,Cyclosporine,[A005971]시클로스포린/[M040068]마이크로에멀젼용시클로스포린/[M085282]사이클로스포린/[M085565]시클로스포린
[A000058]그라조프레비르/[A000849]엘바스비르,복합,[D001172]Grazoprevir(그라조프레비르),-,그라조프레비르의혈장농도가유의하게증가하여ALT상승위험증가가능,-,Elbasvir,D001171,D000150,아타자나비르,Atazanavir,[M249264]아타자나비어황산염/[M263079]아타자나비르황산염
[M249412]드로네다론염산염,단일,-,-,Dronedarone노출량감소,-,Dronedarone,D000201,D000314,리팜피신,Rifampicin,[M020042]리팜피신
[M090395]텔미사르탄/[M095744]로수바스타틴칼슘/[M258559]로수바스타틴칼슘염/[M264500]텔미사르탄파우더(23.9%)/[M270546]로수바스타틴칼슘(미분화),복합,[D000485]Telmisartan(텔미사르탄),-,횡문근융해증을포함한근육병증위험증가가능,-,Rosuvastatin,D000219,D001072,레디파스비르,Ledipasvir,[I012701]소포스부비르/[I012702]레디파스비르/[M260784]소포스부비어/[M262752]소포스부비르/[M262910]레디파스비르
[A110225]빅테그라비르/[M118368]테노포비르알라페나미드푸마르산염/[M250026]엠트리시타빈/[M268156]빅테그라비르나트륨/[M279141]테노포비르알라페나미드숙신산염/[M279170]테노포비르알라페나미드헤미말산염,복합,[D000665]Emtricitabine(엠트리시타빈)/[D001420]Tenofoviralafenamide(테노포비르알라페나미드),-,라미부딘이엠트리시타빈의세포내인산화를저해할수도있음|동일한역전사효소유전자(M184V)변이를통해바이러스내성기전이일어나므로병용시치료효과가제한적일수있음,-,Bictegravir,D001419,D000615,라미부딘,Lamivudine,[M086332]라미부딘
